source_slug,source_url,target_slug,target_url,anchor_text,reason,score,status
review-unbounce-review-2026,https://smileaireviewhub.com/unbounce-review-2026/,skillspector-review-2026,https://smileaireviewhub.com/skillspector-review-2026/,Skillspector Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-unbounce-review-2026,https://smileaireviewhub.com/unbounce-review-2026/,vulnclaw-review-2026,https://smileaireviewhub.com/vulnclaw-review-2026/,VulnClaw Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-unbounce-review-2026,https://smileaireviewhub.com/unbounce-review-2026/,zvec-review-2026,https://smileaireviewhub.com/zvec-review-2026/,Zvec Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-webflow,https://smileaireviewhub.com/review/webflow/,review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,Review Webflow Ai,"Shared topic tokens: review, webflow",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,ai-berkshire-review-2026,https://smileaireviewhub.com/ai-berkshire-review-2026/,ai-berkshire Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,ai-design-software-review,https://smileaireviewhub.com/ai-design-software-review/,Ai Design Software Review,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,ai-engineering-from-scratch-review-2026,https://smileaireviewhub.com/ai-engineering-from-scratch-review-2026/,Ai Engineering From Scratch Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,ai-video-software-review,https://smileaireviewhub.com/ai-video-software-review/,Ai Video Software Review,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,ai-writing-software-review,https://smileaireviewhub.com/ai-writing-software-review/,Ai Writing Software Review,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,open-ai-delayed-gpt-5-6-after-a-u-s-government-review-request-is-ai-regulation-becoming-the-new-normal,https://smileaireviewhub.com/open-ai-delayed-gpt-5-6-after-a-u-s-government-review-request-is-ai-regulation-becoming-the-new-normal/,Open AI delayed GPT-5.6 after a U.S. government review request. Is AI regulation becoming the new normal?,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,Review Adcreative Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,Review Adcreative Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-ahrefs-ai,https://smileaireviewhub.com/review/ahrefs-ai/,Review Ahrefs Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-bolt-ai-review-2026,https://smileaireviewhub.com/bolt-ai-review-2026/,Review Bolt Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-copy-ai,https://smileaireviewhub.com/review/copy-ai/,Review Copy Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-durable-ai-review-2026,https://smileaireviewhub.com/review/durable-ai-review-2026/,Review Durable Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-jasper-ai,https://smileaireviewhub.com/review/jasper-ai/,Review Jasper Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-jasper-ai-review-2026,https://smileaireviewhub.com/jasper-ai-review-2026/,Review Jasper Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-notion-ai,https://smileaireviewhub.com/review/notion-ai/,Review Notion Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-reclaim-ai,https://smileaireviewhub.com/review/reclaim-ai/,Review Reclaim Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-semrush-ai,https://smileaireviewhub.com/review/semrush-ai/,Review Semrush Ai,"Shared topic tokens: ai, review",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,review-webflow,https://smileaireviewhub.com/review/webflow/,Review Webflow,"Shared topic tokens: review, webflow",20,dry_run
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,webflow-ai,https://smileaireviewhub.com/webflow-ai/,Webflow Ai,"Shared topic tokens: ai, webflow",20,dry_run
review-windsurf,https://smileaireviewhub.com/review/windsurf/,review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,Review Windsurf Review 2026,"Shared topic tokens: review, windsurf",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,agency-agents-review-2026,https://smileaireviewhub.com/agency-agents-review-2026/,agency-agents Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,agent-reach-review-2026,https://smileaireviewhub.com/agent-reach-review-2026/,Agent Reach Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,ai-berkshire-review-2026,https://smileaireviewhub.com/ai-berkshire-review-2026/,ai-berkshire Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,ai-engineering-from-scratch-review-2026,https://smileaireviewhub.com/ai-engineering-from-scratch-review-2026/,Ai Engineering From Scratch Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,aisuite-review-2026,https://smileaireviewhub.com/aisuite-review-2026/,Aisuite Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,council-of-high-intelligence-review-2026,https://smileaireviewhub.com/council-of-high-intelligence-review-2026/,council-of-high-intelligence Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,cua-review-2026,https://smileaireviewhub.com/cua-review-2026/,Cua Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,cupy-review-2026,https://smileaireviewhub.com/cupy-review-2026/,cupy Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,free-for-dev-review-2026,https://smileaireviewhub.com/free-for-dev-review-2026/,free-for-dev Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,hilltopads-review-2026,https://smileaireviewhub.com/hilltopads-review-2026/,Hilltopads Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,kilocode-review-2026,https://smileaireviewhub.com/kilocode-review-2026/,Kilocode Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,logto-review-2026,https://smileaireviewhub.com/logto-review-2026/,logto Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,monetag-review-2026,https://smileaireviewhub.com/monetag-review-2026/,Monetag Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,Review Adcreative Ai Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-aweber-review-2026,https://smileaireviewhub.com/aweber-review-2026/,Review Aweber Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-beehiiv-review-2026,https://smileaireviewhub.com/beehiiv-review-2026/,Review Beehiiv Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-bolt-ai-review-2026,https://smileaireviewhub.com/bolt-ai-review-2026/,Review Bolt Ai Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-brevo-review-2026,https://smileaireviewhub.com/brevo-review-2026/,Review Brevo Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-bunny-net-review-2026,https://smileaireviewhub.com/bunny-net-review-2026/,Review Bunny Net Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-clickfunnels-review-2026,https://smileaireviewhub.com/clickfunnels-review-2026/,Review Clickfunnels Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-constant-contact-review-2026,https://smileaireviewhub.com/constant-contact-review-2026/,Review Constant Contact Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-convertkit-review-2026,https://smileaireviewhub.com/convertkit-review-2026/,Review Convertkit Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-durable-ai-review-2026,https://smileaireviewhub.com/review/durable-ai-review-2026/,Review Durable Ai Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-fathom-analytics-review-2026,https://smileaireviewhub.com/fathom-analytics-review-2026/,Review Fathom Analytics Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-getresponse-review-2026,https://smileaireviewhub.com/getresponse-review-2026/,Review Getresponse Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-grammarly-review-2026,https://smileaireviewhub.com/grammarly-review-2026/,Review Grammarly Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-hostinger-website-builder-review-2026,https://smileaireviewhub.com/hostinger-website-builder-review-2026/,Review Hostinger Website Builder Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-hubspot-review-2026,https://smileaireviewhub.com/hubspot-review-2026/,Review Hubspot Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-jasper-ai-review-2026,https://smileaireviewhub.com/jasper-ai-review-2026/,Review Jasper Ai Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-keysearch-review-2026,https://smileaireviewhub.com/keysearch-review-2026/,Review Keysearch Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-leadpages-review-2026,https://smileaireviewhub.com/leadpages-review-2026/,Review Leadpages Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-link-whisper-review-2026,https://smileaireviewhub.com/link-whisper-review-2026/,Review Link Whisper Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-lowfruits-review-2026,https://smileaireviewhub.com/lowfruits-review-2026/,Review Lowfruits Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-mailerlite-review-2026,https://smileaireviewhub.com/mailerlite-review-2026/,Review Mailerlite Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-mangools-review-2026,https://smileaireviewhub.com/mangools-review-2026/,Review Mangools Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-moz-review-2026,https://smileaireviewhub.com/moz-review-2026/,Review Moz Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-neuronwriter-review-2026,https://smileaireviewhub.com/neuronwriter-review-2026/,Review Neuronwriter Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-plausible-analytics-review-2026,https://smileaireviewhub.com/plausible-analytics-review-2026/,Review Plausible Analytics Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-se-ranking-review-2026,https://smileaireviewhub.com/se-ranking-review-2026/,Review Se Ranking Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-semrush-vs-ahrefs-2026,https://smileaireviewhub.com/compare/semrush-vs-ahrefs/,Review Semrush Vs Ahrefs 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-senja-review-2026,https://smileaireviewhub.com/senja-review-2026/,Review Senja Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,review-serpstat-review-2026,https://smileaireviewhub.com/serpstat-review-2026/,Review Serpstat Review 2026,"Shared topic tokens: 2026, review",20,dry_run
